name,link,profile_photo,department,descipline
Isa Lebailly,https://www.researchgate.netprofile/Isa-Lebailly,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Sustainable Development', 'Sustainability', 'Sustainability Management']"
Julien Cadet,https://www.researchgate.netprofile/Julien-Cadet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
Adriana Vinces,https://www.researchgate.netprofile/Adriana-Vinces,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Transportation Planning', 'Transportation', 'Transport Management']"
Paul Casse,https://www.researchgate.netprofile/Paul-Casse,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Mohamed Essakini,https://www.researchgate.netprofile/Mohamed-Essakini,https://i1.rgstatic.net/ii/profile.image/1090754390822913-1637067520296_Q64/Mohamed-Essakini.jpg,EM Normandie Business School,"['Logistics', 'Operations Management', 'SCM']"
Mausami Parmar,https://www.researchgate.netprofile/Mausami-Parmar,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Zoe Bourquard,https://www.researchgate.netprofile/Zoe-Bourquard,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['International Business']
François Caffi,https://www.researchgate.netprofile/Francois-Caffi-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Information Systems,['Financial Accounting']
Zoé Repincay,https://www.researchgate.netprofile/Zoe-Repincay,https://i1.rgstatic.net/ii/profile.image/1093354020454401-1637687320324_Q64/Zoe-Repincay.jpg,Marketing,"['Visual Communication', 'Design Thinking', 'Designing']"
Mathis Prongué,https://www.researchgate.netprofile/Mathis-Prongue,https://i1.rgstatic.net/ii/profile.image/1094138254635014-1637874296703_Q64/Mathis-Prongue.jpg,EM Normandie Business School,"['Finance', 'Corporate Finance', 'Accounting']"
Touchard Clothilde,https://www.researchgate.netprofile/Touchard-Clothilde,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Antoine Guiraudios,https://www.researchgate.netprofile/Antoine-Guiraudios,https://i1.rgstatic.net/ii/profile.image/1095467807047681-1638191286046_Q64/Antoine-Guiraudios.jpg,EM Normandie Business School,[]
Mathilde Gonzalez,https://www.researchgate.netprofile/Mathilde-Gonzalez,https://i1.rgstatic.net/ii/profile.image/1095747390976004-1638257944070_Q64/Mathilde-Gonzalez.jpg,"Economy, Territories and Sustainable Development","['Political Sociology', 'Feminist Theory', 'Culture']"
Tristan Lemperiere,https://www.researchgate.netprofile/Tristan-Lemperiere,https://i1.rgstatic.net/ii/profile.image/1096137696120832-1638351000577_Q64/Tristan-Lemperiere.jpg,EM Normandie Business School,"['Developing Countries', 'International Development', 'Sustainable Development Strategies']"
Cyriaque Roy,https://www.researchgate.netprofile/Cyriaque-Roy,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['Logistics', 'SCM', 'Production/Operations Management']"
Lise Le Cras,https://www.researchgate.netprofile/Lise-Le-Cras,https://i1.rgstatic.net/ii/profile.image/1115519360999424-1642971949479_Q64/Lise-Le-Cras.jpg,EM Normandie Business School,['Social Media Marketing']
Isaure Claret,https://www.researchgate.netprofile/Isaure-Claret,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Leadership', 'Strategic Planning', 'Entrepreneurship']"
Karol Franek,https://www.researchgate.netprofile/Karol-Franek,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Business', 'Management', 'Entrepreneurship']"
Souad Zouzane,https://www.researchgate.netprofile/Souad-Zouzane,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Social Media Marketing', 'Digital Marketing', 'Social Networking']"
Inès François,https://www.researchgate.netprofile/Ines-Francois-2,https://i1.rgstatic.net/ii/profile.image/1098031273394177-1638802464468_Q64/Ines-Francois-2.jpg,Marketing,"['Strategic Management', 'Marketing Management', 'Strategic Marketing']"
Guillaume Bonhomme,https://www.researchgate.netprofile/Guillaume-Bonhomme,https://i1.rgstatic.net/ii/profile.image/1098112881967104-1638821921434_Q64/Guillaume-Bonhomme.jpg,Supply Chain Management & Decision Sciences,"['Logistics', 'SCM', 'Operations Management']"
Antoine Bourel,https://www.researchgate.netprofile/Antoine-Bourel-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['logistic models', 'Supply Chain', 'Bell Labs Innovation']"
Mael Janin,https://www.researchgate.netprofile/Mael-Janin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,"Economy, Territories and Sustainable Development",['Marketing Management']
Nicolas Genthial,https://www.researchgate.netprofile/Nicolas-Genthial,https://i1.rgstatic.net/ii/profile.image/1098395406086149-1638889280361_Q64/Nicolas-Genthial.jpg,EM Normandie Business School,"['Management', 'Strategic Management', 'Marketing Management']"
Michèle Kuémo Chotchidjoum,https://www.researchgate.netprofile/Michele-Kuemo-Chotchidjoum,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Albane Gombeaud,https://www.researchgate.netprofile/Albane-Gombeaud,https://i1.rgstatic.net/ii/profile.image/1101349085286404-1639593492891_Q64/Albane-Gombeaud.jpg,Marketing,"['Management', 'Marketing Management', 'Project Management']"
Marie Schreiber,https://www.researchgate.netprofile/Marie-Schreiber-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Human Resource Development', 'Human Resource Management']"
Aloise Dorey,https://www.researchgate.netprofile/Aloise-Dorey,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Business']
Audrey Lahaye,https://www.researchgate.netprofile/Audrey-Lahaye,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Oscar Chognon,https://www.researchgate.netprofile/Oscar-Chognon,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Sustainable Development']
Julie Brettenacher,https://www.researchgate.netprofile/Julie-Brettenacher,https://i1.rgstatic.net/ii/profile.image/1106007744888836-1640704203674_Q64/Julie-Brettenacher.jpg,EM Normandie Business School,"['Management', 'Marketing Management', 'Leadership']"
Lemoupa Priscile,https://www.researchgate.netprofile/Lemoupa-Priscile,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Corporate Finance', 'Financial Statement Analysis', 'Management Accounting']"
Arun Joy Mary Floweer,https://www.researchgate.netprofile/Arun-Joy-Mary-Floweer,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Thibault Monthuis,https://www.researchgate.netprofile/Thibault-Monthuis,https://i1.rgstatic.net/ii/profile.image/1108510238605312-1641300844780_Q64/Thibault-Monthuis.jpg,EM Normandie Business School,"['Marketing Management', 'Management', 'Business']"
Anne Philippe,https://www.researchgate.netprofile/Anne-Philippe-4,https://i1.rgstatic.net/ii/profile.image/1108522842505219-1641303849248_Q64/Anne-Philippe-4.jpg,Marketing,['General Economics']
Marion Bataille,https://www.researchgate.netprofile/Marion-Bataille,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Ghada Ben Jrad,https://www.researchgate.netprofile/Ghada-Ben-Jrad,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication,"['Luxury', 'Digital Marketing', 'Brand Experience']"
Baptiste Margot,https://www.researchgate.netprofile/Baptiste-Margot,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Du Peloux Margaux,https://www.researchgate.netprofile/Du-Margaux,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Auriane Guercio,https://www.researchgate.netprofile/Auriane-Guercio,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
Léa Vinatier,https://www.researchgate.netprofile/Lea-Vinatier,https://i1.rgstatic.net/ii/profile.image/1116556150996992-1643219139598_Q64/Lea-Vinatier.jpg,EM Normandie Business School,"['Development Studies', 'Sustainable Development Strategies']"
Gersende Willot,https://www.researchgate.netprofile/Gersende-Willot,https://i1.rgstatic.net/ii/profile.image/1117982117892101-1643559116101_Q64/Gersende-Willot.jpg,Strategy & Entrepreneurship,"['Management', 'Innovation', 'Business Development']"
Léana Guilleux,https://www.researchgate.netprofile/Leana-Guilleux,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
Joana Clere,https://www.researchgate.netprofile/Joana-Clere-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Pierre-Yves Schindeldecker,https://www.researchgate.netprofile/Pierre-Yves-Schindeldecker,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Finance', 'Economy', 'Corporate Finance']"
Safa Missaoui,https://www.researchgate.netprofile/Safa-Missaoui,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Luca Avagliano,https://www.researchgate.netprofile/Luca-Avagliano,https://i1.rgstatic.net/ii/profile.image/1120803609415681-1644231812329_Q64/Luca-Avagliano.jpg,Marketing,"['Management', 'Strategic Management', 'Marketing Management']"
Manon Malinosky,https://www.researchgate.netprofile/Manon-Malinosky,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Adnan Bakri,https://www.researchgate.netprofile/Adnan-Bakri-3,https://i1.rgstatic.net/ii/profile.image/1120976821587968-1644273109167_Q64/Adnan-Bakri-3.jpg,Marketing,"['Investment', 'Portfolio Management']"
Antoine Bourlieu,https://www.researchgate.netprofile/Antoine-Bourlieu,https://i1.rgstatic.net/ii/profile.image/1121635193110529-1644430077187_Q64/Antoine-Bourlieu.jpg,Supply Chain Management & Decision Sciences,"['Logistics', 'SCM']"
Chloé Antonicelli,https://www.researchgate.netprofile/Chloe-Antonicelli,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Innovation', 'Leadership', 'Supply Chain']"
Clément Vallée,https://www.researchgate.netprofile/Clement-Vallee-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['Sustainable Development', 'Environmental Impact Assessment', 'Climate Change Adaptation']"
Alexandre Gour,https://www.researchgate.netprofile/Alexandre-Gour,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Marco Mordomo,https://www.researchgate.netprofile/Marco-Mordomo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Elsa Tréton,https://www.researchgate.netprofile/Elsa-Treton,https://i1.rgstatic.net/ii/profile.image/1123372834533382-1644844363567_Q64/Elsa-Treton.jpg,EM Normandie Business School,['Logistics']
Lloyd Matthew,https://www.researchgate.netprofile/Lloyd-Matthew,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,[]
Tri Khai Nguyen,https://www.researchgate.netprofile/Tri-Nguyen-130,https://i1.rgstatic.net/ii/profile.image/1123700325785602-1644922443442_Q64/Tri-Nguyen-130.jpg,EM Normandie Business School,['Management']
Victoire Mussat,https://www.researchgate.netprofile/Victoire-Mussat,https://i1.rgstatic.net/ii/profile.image/1123702422933506-1644922943568_Q64/Victoire-Mussat.jpg,EM Normandie Business School,"['Branding', 'Brand Management']"
Lucas Martins,https://www.researchgate.netprofile/Lucas-Martins-52,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Aeronautics']
Jeanne Trideau,https://www.researchgate.netprofile/Jeanne-Trideau,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Arthur Alexandre,https://www.researchgate.netprofile/Arthur-Alexandre-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,"['Sociology', 'Qualitative Analysis']"
Albane Gombeaud,https://www.researchgate.netprofile/Albane-Gombeaud-2,https://i1.rgstatic.net/ii/profile.image/1125168474796032-1645272477159_Q64/Albane-Gombeaud-2.jpg,Marketing,"['Fashion', 'Clothing', 'Product Design and Development']"
Axel Pelissier,https://www.researchgate.netprofile/Axel-Pelissier,https://i1.rgstatic.net/ii/profile.image/1125264608231430-1645295397441_Q64/Axel-Pelissier.jpg,EM Normandie Business School,"['Logistics', 'SCM', 'Operations Management']"
Laura Cardoso,https://www.researchgate.netprofile/Laura-Cardoso-11,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Caroline Nougue,https://www.researchgate.netprofile/Caroline-Nougue,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Entrepreneurship']
Julie Cotinet,https://www.researchgate.netprofile/Julie-Cotinet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,['Development Studies']
Hugo Campos,https://www.researchgate.netprofile/Hugo-Campos-18,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Marketing Management', 'Strategic Marketing', 'Management']"
Théo Renard,https://www.researchgate.netprofile/Theo-Renard-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Ugo Bernasconi,https://www.researchgate.netprofile/Ugo-Bernasconi,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Sustainable Development Strategies']
Janna Giraud,https://www.researchgate.netprofile/Janna-Giraud,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Eloïse-India Foxton,https://www.researchgate.netprofile/Eloise-India-Foxton,https://i1.rgstatic.net/ii/profile.image/1126298709696513-1645541946306_Q64/Eloise-India-Foxton.jpg,EM Normandie Business School,[]
Adrien Fremont,https://www.researchgate.netprofile/Adrien-Fremont-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Sustainable Development', 'Society and Environment', 'sustainable entrepreneurship']"
Remi Rougier,https://www.researchgate.netprofile/Remi-Rougier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Pierre-Alexis Fillon,https://www.researchgate.netprofile/Pierre-Alexis-Fillon,https://i1.rgstatic.net/ii/profile.image/1130953950932992-1646651842058_Q64/Pierre-Alexis-Fillon.jpg,EM Normandie Business School,[]
Hugo Kerhuel,https://www.researchgate.netprofile/Hugo-Kerhuel,https://i1.rgstatic.net/ii/profile.image/1132065642819614-1646916890563_Q64/Hugo-Kerhuel.jpg,Supply Chain Management & Decision Sciences,"['Financial Analysis', 'Financial Management']"
Nadir Fares,https://www.researchgate.netprofile/Nadir-Fares,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Marketing Management']
Svetlana Nasteva,https://www.researchgate.netprofile/Svetlana-Nasteva,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['SCM', 'Logistics']"
Monica Alas Valladares,https://www.researchgate.netprofile/Monica-Alas-Valladares,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Nassima Belkhair,https://www.researchgate.netprofile/Nassima-Belkhair-2,https://i1.rgstatic.net/ii/profile.image/1138700746526731-1648498822922_Q64/Nassima-Belkhair-2.jpg,Marketing,"['Marketing Management', 'Strategic Marketing', 'Management']"
Adrienn Kovacs,https://www.researchgate.netprofile/Adrienn-Kovacs-4,https://i1.rgstatic.net/ii/profile.image/1140420608307202-1648908869697_Q64/Adrienn-Kovacs-4.jpg,EM Normandie Business School,"['Marketing Management', 'Management', 'Strategic Management']"
Ts Wu,https://www.researchgate.netprofile/Ts-Wu-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Nina Arahmane,https://www.researchgate.netprofile/Nina-Arahmane,https://i1.rgstatic.net/ii/profile.image/1143651350650881-1649679138293_Q64/Nina-Arahmane.jpg,EM Normandie Business School,"['Innovation Studies', 'Technology & Innovation', 'Economic Development']"
Leo Thorel,https://www.researchgate.netprofile/Leo-Thorel,https://i1.rgstatic.net/ii/profile.image/1146493180346376-1650356683749_Q64/Leo-Thorel.jpg,Supply Chain Management & Decision Sciences,['Finance']
Paul Carassic,https://www.researchgate.netprofile/Paul-Carassic,https://i1.rgstatic.net/ii/profile.image/1149418254405640-1651054075829_Q64/Paul-Carassic.jpg,Department of Finance,"['Finance', 'Financial Accounting', 'Financial Statement Analysis']"
Mostafa Anany,https://www.researchgate.netprofile/Mostafa-Anany,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Machine Learning', 'Neural Networks and Artificial Intelligence']"
Quentin Dupré,https://www.researchgate.netprofile/Quentin-Dupre-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Constance Biron,https://www.researchgate.netprofile/Constance-Biron-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
