title,link,authors,publication,article_year
Human Mobility Patterns Modelling using CDRs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:5awf1xo2G04C,"SF Behadili, C Bertelle, LE George","arXiv preprint arXiv:1807.04868, 2018",2018
Agent-based approach and dynamic graphs to model logistic corridor,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:bnK-pcrLprsC,"T Démare, C Bertelle, A Dutot, L Lévêque","Procedia Computer Science 52, 968-973, 2015",2015
Visualization of People Attraction from Mobile Phone Trace Database: A Case study on Armada 2008 in French City of Rouen,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:1yQoGdGgb4wC,"BS Faisal, C Bertelle, LE George","IEC2014, 170, 2014",2014
Incremental clustering of data stream using real ants behavior,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:D_sINldO8mEC,"N Masmoudi, H Azzag, M Lebbah, C Bertelle","2014 Sixth World Congress on Nature and Biologically Inspired Computing …, 2014",2014
Lightweight distributed adaptive algorithm for voting procedures by using network average consensus,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:u9iWguZQMMsC,"C Duhart, M Cotsaftis, C Bertelle","International Conference on Principles and Practice of Multi-Agent Systems …, 2013",2013
Exploitation of a displacement survey to detect road network use vulnerability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:IWHjjKOFINEC,"M Nabaa, C Bertelle, A Dutot, D Olivier, P Lions","ICCSA 2009, 151-155, 2009",2009
Swarm intelligence for urban dynamics modelling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:-f6ydRqryjwC,"R Ghnemat, C Bertelle, GHE Duchamp","AIP Conference Proceedings 1117 (1), 105-115, 2009",2009
Self-Organization Simulation over Geographical Information Systems Based on Multi-Agent Platform,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:8k81kl-MbHgC,"R Ghnemat, C Bertelle, GHE Duchamp","Complex Systems and Self-organization Modelling, 107-116, 2009",2009
"Tables, Memorized Semirings and Applications",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:3fE2CSJIrl8C,"C Bertelle, GHE Duchamp, K Khatatneh","arXiv preprint cs/0502081, 2005",2005
Dna sequencing hybridization based on multi-castes ant system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:0EnyYjriUFMC,"C Bertelle, A Dutot, F Guinand, D Olivier","AAMAS 2002-the First International Joint Conference on Autonomous Agents and …, 2002",2002
Agent-based simulation of water flow for environment modelling in estuaries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:_FM0Bhl9EiAC,"C Bertelle, D Olivier, P Tranouez, V Jay","Workshop 2000 Agent-Based Simulation, 2000",2000
Heterogeneity and self-organization of complex systems through an application to financial market with multiagent systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:9Nmd_mFXekcC,"I Lucas, M Cotsaftis, C Bertelle","International Journal of Bifurcation and Chaos 27 (14), 1750219, 2017",2017
Adaptive Modeling of Urban Dynamics during Armada Event using CDRs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:tKAzc9rXhukC,"SF Behadili, C Bertelle, LE George","IJ Information Technology and Computer Science 1, 1-8, 2017",2017
Methodology for artificial neural controllers on wireless sensor network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:35r97b3x0nAC,"D Clement, B Cyrille","2014 IEEE Conference on Wireless Sensors (ICWiSE), 67-72, 2014",2014
Our System IDCBR-MAS: from the Modelisation by AUML to the Implementation under JADE Platform,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:tOudhMTPpwUC,"A Zouhair, EM En-Naimi, B Amami, H Boukachour, P Person, C Bertelle","International Journal of Interactive Multimedia and Artificial Intelligence …, 2014",2014
Incremental Dynamic Case Based Reasoning and Multi-Agent Systems (IDCBR-MAS) for Intelligent Tutoring System,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:oNZyr7d5Mn4C,"A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","International Journal of Advanced Research in Computer Science and Software …, 2013",2013
Swimming like Oscillators? The Question of Modelling and Identifying Parameters,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:l7t_Zn2s7bgC,"R Charrier, N Corson, L Seifert, J Komar, C Bertelle","ECCS'13-European Conference on Complex Systems 2013-Barcelona, 8 p., 2013",2013
Clustering using chemical and colonial odors of real ants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:p2g8aNsByqUC,"N Masmoudi, H Azzag, M Lebbah, C Bertelle","2013 World Congress on Nature and Biologically Inspired Computing, 207-213, 2013",2013
Urban dynamics modelling using ant nest building,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:9ZlFYXVOiuMC,"R Ghnemat, C Bertelle, GHE Duchamp","MESM'2008, 124-128, 2008",2008
